YY-MM-DD,UNIQUE STORM NAME,STATUS OF SYSTEM,LATITUDE,LONGITUDE,WIND SPEED,PRESSURE,SR,YEAR,MONTH,DATE,DDMM,JULIAN,START DATE,END DATE,DURATION,TYPE,DECADE
19600622,UNNAMED1960173, TD, 19.2N,  93.2W,25,-999,25610,1960,6,22,6/22,173,19600622,19600628,7,Unnamed,1960
19600709,ABBY1960190, TS, 12.0N,  55.8W,40,-999,25637,1960,7,9,7/9,190,19600709,19600717,9,Named,1960
19600727,BRENDA1960208, TD, 27.7N,  85.1W,30,-999,25671,1960,7,27,7/27,208,19600727,19600807,81,Named,1960
19600817,CLEO1960229, TD, 26.0N,  74.7W,25,-999,25717,1960,8,17,8/17,229,19600817,19600821,5,Named,1960
19600829,DONNA1960241, TD, 10.2N,  22.8W,25,-999,25731,1960,8,29,8/29,241,19600829,19600914,86,Named,1960
19600912,ETHEL1960255, TD, 22.0N,  93.0W,25,-999,25803,1960,9,12,9/12,255,19600912,19600917,6,Named,1960
19600917,FLORENCE1960260, TD, 20.9N,  64.0W,25,-999,25825,1960,9,17,9/17,260,19600917,19600926,10,Named,1960
19600901,UNNAMED1960244, TD, 23.0N,  49.0W,30,-999,25865,1960,9,1,9/1,244,19600901,19600903,3,Unnamed,1960
19610717,ANNA1961198, TD, 10.5N,  46.0W,30,-999,25874,1961,7,17,7/17,198,19610717,19610725,9,Named,1960
19610902,BETSY1961245, TS, 13.3N,  41.6W,55,-999,25906,1961,9,2,9/2,245,19610902,19610916,15,Named,1960
19610903,CARLA1961246, TD, 12.5N,  77.0W,25,-999,25964,1961,9,3,9/3,246,19610903,19610918,16,Named,1960
19610905,DEBBIE1961248, TD, 13.5N,  17.7W,30,-999,26024,1961,9,5,9/5,248,19610905,19610918,14,Named,1960
19610910,ESTHER1961253, TD, 11.2N,  31.0W,30,-999,26079,1961,9,10,9/10,253,19610910,19610927,18,Named,1960
19610912,UNNAMED1961255, TD, 25.8N,  78.0W,25,-999,26149,1961,9,12,9/12,255,19610912,19610915,4,Unnamed,1960
19610930,FRANCES1961273, TS, 16.0N,  58.0W,35,-999,26164,1961,9,30,9/30,273,19610930,19611010,81,Named,1960
19611017,GERDA1961290, TD, 19.7N,  77.9W,30,1003,26207,1961,10,17,10/17,290,19611017,19611022,6,Named,1960
19611026,HATTIE1961299, TD, 10.5N,  79.0W,25,-999,26230,1961,10,26,10/26,299,19611026,19611101,76,Named,1960
19611102,JENNY1961306, TD, 22.5N,  59.0W,30,-999,26256,1961,11,2,11/2,306,19611102,19611111,10,Named,1960
19611104,INGA1961308, TS, 19.7N,  94.3W,40,-999,26294,1961,11,4,11/4,308,19611104,19611108,5,Named,1960
19611117,UNNAMED1961321, TD, 22.5N,  55.0W,25,-999,26314,1961,11,17,11/17,321,19611117,19611121,5,Unnamed,1960
19620826,ALMA1962238, TD, 25.7N,  79.7W,25,-999,26329,1962,8,26,8/26,238,19620826,19620902,77,Named,1960
19620827,BECKY1962239, TS, 16.0N,  18.0W,40,-999,26357,1962,8,27,8/27,239,19620827,19620901,75,Named,1960
19620912,CELIA1962255, TS, 15.9N,  45.9W,35,-999,26377,1962,9,12,9/12,255,19620912,19620921,10,Named,1960
19620929,DAISY1962272, TD, 14.5N,  48.9W,25,-999,26416,1962,9,29,9/29,272,19620929,19621009,81,Named,1960
19621014,ELLA1962287, TD, 22.5N,  73.0W,30,-999,26457,1962,10,14,10/14,287,19621014,19621025,12,Named,1960
19620629,UNNAMED1962180, EX, 32.2N,  77.7W,40,-999,26502,1962,6,29,6/29,180,19620629,19620706,78,Unnamed,1960
19621126,UNNAMED1962330, EX, 33.0N,  73.0W,70,-999,26533,1962,11,26,11/26,330,19621126,19621206,81,Unnamed,1960
19630731,ARLENE1963212, TD, 11.0N,  39.4W,25,-999,26573,1963,7,31,7/31,212,19630731,19630814,84,Named,1960
19630820,BEULAH1963232, TD, 11.2N,  47.4W,25,-999,26628,1963,8,20,8/20,232,19630820,19630908,89,Named,1960
19630909,UNNAMED1963252, TD, 25.5N,  67.5W,25,-999,26708,1963,9,9,9/9,252,19630909,19630914,6,Unnamed,1960
19630916,CINDY1963259, TS, 26.7N,  93.7W,40,-999,26729,1963,9,16,9/16,259,19630916,19630920,5,Named,1960
19630919,DEBRA1963262, TD, 14.0N,  38.3W,25,-999,26745,1963,9,19,9/19,262,19630919,19630924,6,Named,1960
19630923,EDITH1963266, TD, 11.2N,  51.5W,25,-999,26768,1963,9,23,9/23,266,19630923,19630929,7,Named,1960
19630928,FLORA1963271, TD,  9.2N,  46.3W,30,-999,26796,1963,9,28,9/28,271,19630928,19631017,90,Named,1960
19631017,GINNY1963290, TD, 25.5N,  72.0W,20,-999,26875,1963,10,17,10/17,290,19631017,19631030,14,Named,1960
19631025,HELENA1963298, TD, 14.8N,  58.3W,25,-999,26927,1963,10,25,10/25,298,19631025,19631030,6,Named,1960
19630601,UNNAMED1963152, TD, 26.0N,  77.8W,30,-999,26950,1963,6,1,6/1,152,19630601,19630604,4,Unnamed,1960
19640603,UNNAMED1964154, TD, 18.5N,  86.1W,25,-999,26964,1964,6,3,6/3,154,19640603,19640611,9,Unnamed,1960
19640728,UNNAMED1964209, TS, 19.1N,  46.0W,40,-999,26998,1964,7,28,7/28,209,19640728,19640809,82,Unnamed,1960
19640805,ABBY1964217, TD, 27.3N,  87.7W,25,-999,27048,1964,8,5,8/5,217,19640805,19640808,4,Named,1960
19640808,BRENDA1964220, TD, 33.0N,  67.0W,30,-999,27062,1964,8,8,8/8,220,19640808,19640810,3,Named,1960
19640820,CLEO1964232, TS, 13.1N,  44.3W,40,1003,27073,1964,8,20,8/20,232,19640820,19640911,92,Named,1960
19640828,DORA1964240, TD, 14.0N,  17.0W,30,-999,27165,1964,8,28,8/28,240,19640828,19640916,89,Named,1960
19640904,ETHEL1964247, TD, 17.7N,  35.6W,25,-999,27240,1964,9,4,9/4,247,19640904,19640917,14,Named,1960
19640905,FLORENCE1964248, TD, 14.5N,  18.0W,30,1004,27294,1964,9,5,9/5,248,19640905,19640910,6,Named,1960
19640913,GLADYS1964256, TS, 14.7N,  44.5W,55,-999,27315,1964,9,13,9/13,256,19640913,19640925,13,Named,1960
19640928,HILDA1964271, TD, 21.2N,  80.0W,25,-999,27363,1964,9,28,9/28,271,19640928,19641007,80,Named,1960
19641009,ISBELL1964282, TD, 15.5N,  83.0W,30,-999,27402,1964,10,9,10/9,282,19641009,19641016,8,Named,1960
19641105,UNNAMED1964309, TD, 11.6N,  80.1W,25,-999,27436,1964,11,5,11/5,309,19641105,19641110,6,Unnamed,1960
19640723,UNNAMED1964204, TD, 33.8N,  81.0W,20,-999,27458,1964,7,23,7/23,204,19640723,19640727,5,Unnamed,1960
19650613,UNNAMED1965164, TD, 23.1N,  91.0W,30,-999,27478,1965,6,13,6/13,164,19650613,19650620,8,Unnamed,1960
19650821,ANNA1965233, TS, 32.4N,  52.3W,35,-999,27508,1965,8,21,8/21,233,19650821,19650826,6,Named,1960
19650827,BETSY1965239, TD, 11.0N,  50.5W,25,-999,27530,1965,8,27,8/27,239,19650827,19650913,87,Named,1960
19650916,CAROL1965259, TD, 13.3N,  20.1W,25,-999,27604,1965,9,16,9/16,259,19650916,19651003,88,Named,1960
19650924,DEBBIE1965267, TD, 17.3N,  85.0W,25,-999,27674,1965,9,24,9/24,267,19650924,19650930,7,Named,1960
19651012,ELENA1965285, TD, 16.5N,  47.5W,30,-999,27698,1965,10,12,10/12,285,19651012,19651020,9,Named,1960
19650904,UNNAMED1965247, EX, 36.0N,  54.5W,25,-999,27731,1965,9,4,9/4,247,19650904,19650911,8,Unnamed,1960
19650929,UNNAMED1965272, EX, 32.0N,  75.5W,40,-999,27762,1965,9,29,9/29,272,19650929,19651003,75,Unnamed,1960
19651016,UNNAMED1965289, TD, 27.5N,  78.0W,25,-999,27779,1965,10,16,10/16,289,19651016,19651019,4,Unnamed,1960
19651126,UNNAMED1965330, EX, 26.0N,  58.0W,30,-999,27794,1965,11,26,11/26,330,19651126,19651202,77,Unnamed,1960
19660604,ALMA1966155, TD, 12.7N,  84.0W,25,-999,27817,1966,6,4,6/4,155,19660604,19660614,11,Named,1960
19660701,BECKY1966182, TD, 32.4N,  57.8W,25,-999,27859,1966,7,1,7/1,182,19660701,19660703,3,Named,1960
19660713,CELIA1966194, TD, 19.1N,  59.5W,25,-999,27868,1966,7,13,7/13,194,19660713,19660722,10,Named,1960
19660722,ELLA1966203, TD, 10.0N,  35.0W,25,-999,27904,1966,7,22,7/22,203,19660722,19660728,7,Named,1960
19660722,DOROTHY1966203, TD, 31.0N,  41.0W,25,-999,27930,1966,7,22,7/22,203,19660722,19660731,10,Named,1960
19660821,FAITH1966233, TD, 12.9N,  20.5W,25,-999,27967,1966,8,21,8/21,233,19660821,19660907,87,Named,1960
19660901,GRETA1966244, TD, 13.7N,  48.4W,25,-999,28036,1966,9,1,9/1,244,19660901,19660907,7,Named,1960
19660920,HALLIE1966263, TD, 21.5N,  95.4W,30,-999,28062,1966,9,20,9/20,263,19660920,19660922,3,Named,1960
19660921,INEZ1966264, TD,  9.9N,  35.1W,25,-999,28069,1966,9,21,9/21,264,19660921,19661011,91,Named,1960
19660927,JUDITH1966270, TD, 10.8N,  43.2W,25,-999,28150,1966,9,27,9/27,270,19660927,19660930,4,Named,1960
19661104,LOIS1966308, TD, 26.5N,  50.0W,25,-999,28165,1966,11,4,11/4,308,19661104,19661114,11,Named,1960
19670610,UNNAMED1967161, TD, 18.0N,  85.0W,-99,-999,28204,1967,6,10,6/10,161,19670610,19670613,4,Unnamed,1960
19670610,UNNAMED1967161, TD, 28.0N,  63.0W,-99,-999,28213,1967,6,10,6/10,161,19670610,19670613,4,Unnamed,1960
19670614,UNNAMED1967165, TD, 27.0N,  76.0W,-99,-999,28226,1967,6,14,6/14,165,19670614,19670618,5,Unnamed,1960
19670618,UNNAMED1967169, TD, 23.0N,  59.0W,-99,-999,28242,1967,6,18,6/18,169,19670618,19670620,3,Unnamed,1960
19670705,UNNAMED1967186, TD, 11.0N,  15.1W,-99,-999,28251,1967,7,5,7/5,186,19670705,19670709,5,Unnamed,1960
19670721,UNNAMED1967202, TD, 14.9N,  17.0W,-99,-999,28268,1967,7,21,7/21,202,19670721,19670722,2,Unnamed,1960
19670803,UNNAMED1967215, TD, 19.5N,  17.1W,-99,-999,28273,1967,8,3,8/3,215,19670803,19670806,4,Unnamed,1960
19670810,UNNAMED1967222, TD, 12.9N,  13.0W,-99,-999,28286,1967,8,10,8/10,222,19670810,19670816,7,Unnamed,1960
19670816,UNNAMED1967228, TD, 18.0N,  16.1W,-99,-999,28311,1967,8,16,8/16,228,19670816,19670819,4,Unnamed,1960
19670820,UNNAMED1967232, TD, 21.1N,  17.0W,-99,-999,28324,1967,8,20,8/20,232,19670820,19670824,5,Unnamed,1960
19670828,ARLENE1967240, TD, 15.8N,  35.8W,30,-999,28341,1967,8,28,8/28,240,19670828,19670904,77,Named,1960
19670905,CHLOE1967248, TD, 15.4N,  20.3W,30,-999,28370,1967,9,5,9/5,248,19670905,19670921,17,Named,1960
19670905,BEULAH1967248, TD, 14.0N,  57.0W,30,-999,28438,1967,9,5,9/5,248,19670905,19670922,18,Named,1960
19670908,DORIA1967251, TD, 28.5N,  77.5W,25,1010,28508,1967,9,8,9/8,251,19670908,19670921,14,Named,1960
19670918,UNNAMED1967261, TD, 14.0N,  14.5W,-99,-999,28563,1967,9,18,9/18,261,19670918,19670926,9,Unnamed,1960
19670922,UNNAMED1967265, TD, 10.8N,  15.0W,-99,-999,28596,1967,9,22,9/22,265,19670922,19670930,9,Unnamed,1960
19670925,UNNAMED1967268, TD, 15.1N,  18.7W,-99,-999,28629,1967,9,25,9/25,268,19670925,19670928,4,Unnamed,1960
19670926,EDITH1967269, TD, 12.5N,  47.0W,30,-999,28642,1967,9,26,9/26,269,19670926,19671001,76,Named,1960
19671001,FERN1967274, TD, 20.3N,  93.0W,25,1005,28663,1967,10,1,10/1,274,19671001,19671004,4,Named,1960
19671003,UNNAMED1967276, TD, 13.0N,  17.1W,-99,-999,28676,1967,10,3,10/3,276,19671003,19671005,3,Unnamed,1960
19671005,GINGER1967278, TD, 17.0N,  18.3W,30,-999,28685,1967,10,5,10/5,278,19671005,19671008,4,Named,1960
19671008,UNNAMED1967281, TD, 25.0N,  75.2W,-99,-999,28699,1967,10,8,10/8,281,19671008,19671009,2,Unnamed,1960
19671012,UNNAMED1967285, TD, 21.0N,  71.0W,-99,-999,28704,1967,10,12,10/12,285,19671012,19671014,3,Unnamed,1960
19671015,UNNAMED1967288, TD, 15.5N,  42.5W,-99,-999,28713,1967,10,15,10/15,288,19671015,19671017,3,Unnamed,1960
19671019,HEIDI1967292, TD, 20.5N,  54.0W,25,-999,28722,1967,10,19,10/19,292,19671019,19671101,83,Named,1960
19671026,UNNAMED1967299, TD, 25.9N,  70.9W,-99,-999,28776,1967,10,26,10/26,299,19671026,19671029,4,Unnamed,1960
19680601,ABBY1968152, TD, 17.2N,  85.5W,30,-999,28789,1968,6,1,6/1,152,19680601,19680613,13,Named,1960
19680617,BRENDA1968168, TD, 24.0N,  80.5W,25,-999,28840,1968,6,17,6/17,168,19680617,19680626,10,Named,1960
19680622,CANDY1968173, TD, 20.0N,  96.0W,25,-999,28877,1968,6,22,6/22,173,19680622,19680626,5,Named,1960
19680704,UNNAMED1968185, TD, 27.9N,  88.8W,25,-999,28892,1968,7,4,7/4,185,19680704,19680705,2,Unnamed,1960
19680810,DOLLY1968222, TD, 25.0N,  79.0W,25,1013,28897,1968,8,10,8/10,222,19680810,19680817,8,Named,1960
19680826,UNNAMED1968238, TD, 26.0N,  87.5W,25,-999,28926,1968,8,26,8/26,238,19680826,19680901,76,Unnamed,1960
19680907,UNNAMED1968250, TD,  8.1N,  36.5W,25,-999,28951,1968,9,7,9/7,250,19680907,19680910,4,Unnamed,1960
19680911,EDNA1968254, TD, 12.7N,  21.1W,25,-999,28966,1968,9,11,9/11,254,19680911,19680919,9,Named,1960
19680914,UNNAMED1968257, SD, 31.5N,  73.0W,20,1012,28997,1968,9,14,9/14,257,19680914,19680923,10,Unnamed,1960
19680917,UNNAMED1968260, TD, 12.0N,  23.9W,25,-999,29035,1968,9,17,9/17,260,19680917,19680921,5,Unnamed,1960
19680923,UNNAMED1968266, TD,  7.9N,  43.1W,25,-999,29054,1968,9,23,9/23,266,19680923,19680925,3,Unnamed,1960
19680923,FRANCES1968266, TD, 26.0N,  74.0W,25,-999,29065,1968,9,23,9/23,266,19680923,19680930,8,Named,1960
19680925,UNNAMED1968268, TD, 18.5N,  85.0W,-99,-999,29095,1968,9,25,9/25,268,19680925,19680929,5,Unnamed,1960
19681013,GLADYS1968286, TD, 14.0N,  80.5W,25,-999,29113,1968,10,13,10/13,286,19681013,19681021,9,Named,1960
19681124,UNNAMED1968328, TD, 22.1N,  72.8W,25,-999,29147,1968,11,24,11/24,328,19681124,19681125,2,Unnamed,1960
19690529,UNNAMED1969149, TD, 12.0N,  82.0W,25,-999,29152,1969,5,29,5/29,149,19690529,19690530,2,Unnamed,1960
19690529,UNNAMED1969149, TD, 26.1N,  77.8W,25,-999,29169,1969,5,29,5/29,149,19690529,19690530,2,Unnamed,1960
19690607,UNNAMED1969158, TD, 16.5N,  81.9W,25,-999,29174,1969,6,7,6/7,158,19690607,19690609,3,Unnamed,1960
19690612,UNNAMED1969163, TD, 20.5N,  85.9W,25,-999,29183,1969,6,12,6/12,163,19690612,19690615,4,Unnamed,1960
19690725,UNNAMED1969206, TD,  9.9N,  55.1W,25,-999,29196,1969,7,25,7/25,206,19690725,19690727,3,Unnamed,1960
19690725,ANNA1969206, TD,  9.2N,  27.0W,30,-999,29205,1969,7,25,7/25,206,19690725,19690805,81,Named,1960
19690811,BLANCHE1969223, TD, 28.1N,  71.7W,30,-999,29251,1969,8,11,8/11,223,19690811,19690813,3,Named,1960
19690814,DEBBIE1969226, TD, 13.0N,  35.5W,25,-999,29261,1969,8,14,8/14,226,19690814,19690825,12,Named,1960
19690814,CAMILLE1969226, TD, 18.3N,  79.7W,30,-999,29306,1969,8,14,8/14,226,19690814,19690822,9,Named,1960
19690824,UNNAMED1969236, TD, 17.5N,  17.0W,25,-999,29343,1969,8,24,8/24,236,19690824,19690826,3,Unnamed,1960
19690824,UNNAMED1969236, TD, 15.0N,  52.2W,25,-999,29360,1969,8,24,8/24,236,19690824,19690826,3,Unnamed,1960
19690825,EVE1969237, TD, 29.5N,  78.5W,30,-999,29369,1969,8,25,8/25,237,19690825,19690827,3,Named,1960
19690829,FRANCELIA1969241, TD, 11.5N,  62.0W,30,-999,29381,1969,8,29,8/29,241,19690829,19690904,76,Named,1960
19690829,UNNAMED1969241, TD, 27.5N,  79.1W,25,-999,29408,1969,8,29,8/29,241,19690829,19690901,73,Unnamed,1960
19690905,UNNAMED1969248, TD, 14.9N,  17.0W,25,-999,29421,1969,9,5,9/5,248,19690905,19690910,6,Unnamed,1960
19690906,GERDA1969249, TD, 24.5N,  77.0W,25,1015,29442,1969,9,6,9/6,249,19690906,19690910,5,Named,1960
19690914,HOLLY1969257, TD, 11.9N,  47.4W,25,-999,29461,1969,9,14,9/14,257,19690914,19690921,8,Named,1960
19690916,UNNAMED1969259, TD, 26.0N,  88.1W,25,-999,29488,1969,9,16,9/16,259,19690916,19690920,5,Unnamed,1960
19690919,UNNAMED1969262, TD, 25.0N,  85.0W,25,-999,29505,1969,9,19,9/19,262,19690919,19690920,2,Unnamed,1960
19690920,INGA1969263, TD, 16.0N,  47.0W,25,-999,29513,1969,9,20,9/20,263,19690920,19691015,96,Named,1960
19690921,UNNAMED1969264, SD, 34.0N,  71.0W,30,1010,29612,1969,9,21,9/21,264,19690921,19690926,6,Unnamed,1960
19690924,UNNAMED1969267, SD, 36.5N,  35.0W,30,1005,29631,1969,9,24,9/24,267,19690924,19690930,7,Unnamed,1960
19690929,UNNAMED1969272, SD, 23.5N,  85.5W,30,1005,29654,1969,9,29,9/29,272,19690929,19691001,73,Unnamed,1960
19691001,JENNY1969274, TD, 19.0N,  83.7W,25,-999,29664,1969,10,1,10/1,274,19691001,19691006,6,Named,1960
19691007,KARA1969280, TD, 20.5N,  68.0W,25,-999,29686,1969,10,7,10/7,280,19691007,19691019,13,Named,1960
19691017,LAURIE1969290, TD, 17.3N,  85.1W,25,1007,29734,1969,10,17,10/17,290,19691017,19691027,11,Named,1960
19691028,UNNAMED1969301, SD, 30.5N,  42.5W,25,1014,29776,1969,10,28,10/28,301,19691028,19691031,4,Unnamed,1960
19691030,UNNAMED1969303, EX, 42.5N,  57.0W,50,-999,29790,1969,10,30,10/30,303,19691030,19691107,78,Unnamed,1960
19691121,MARTHA1969325, TS, 10.3N,  81.0W,45,-999,29821,1969,11,21,11/21,325,19691121,19691125,5,Named,1960
19700517,ALMA1970137, TD, 11.5N,  79.0W,25,-999,29838,1970,5,17,5/17,137,19700517,19700527,11,Named,1970
19700719,BECKY1970200, TD, 18.5N,  83.5W,25,-999,29877,1970,7,19,7/19,200,19700719,19700723,5,Named,1970
19700727,UNNAMED1970208, TD, 33.0N,  76.5W,20,-999,29896,1970,7,27,7/27,208,19700727,19700801,75,Unnamed,1970
19700731,CELIA1970212, TD, 18.5N,  82.5W,25,1008,29918,1970,7,31,7/31,212,19700731,19700805,75,Named,1970
19700802,UNNAMED1970214, TD, 14.0N,  18.0W,20,-999,29942,1970,8,2,8/2,214,19700802,19700806,5,Unnamed,1970
19700805,UNNAMED1970217, TD, 28.0N,  75.0W,20,-999,29959,1970,8,5,8/5,217,19700805,19700807,3,Unnamed,1970
19700811,UNNAMED1970223, TD, 19.0N,  21.0W,20,-999,29966,1970,8,11,8/11,223,19700811,19700818,8,Unnamed,1970
19700815,UNNAMED1970227, TD, 27.0N,  75.5W,25,1015,29995,1970,8,15,8/15,227,19700815,19700819,5,Unnamed,1970
19700817,DOROTHY1970229, TD, 11.0N,  41.0W,25,-999,30010,1970,8,17,8/17,229,19700817,19700823,7,Named,1970
19700903,UNNAMED1970246, TD, 18.5N,  44.0W,20,-999,30035,1970,9,3,9/3,246,19700903,19700909,7,Unnamed,1970
19700905,UNNAMED1970248, TD, 15.0N,  19.0W,20,-999,30059,1970,9,5,9/5,248,19700905,19700907,3,Unnamed,1970
19700908,ELLA1970251, TD, 15.3N,  83.5W,25,-999,30069,1970,9,8,9/8,251,19700908,19700913,6,Named,1970
19700912,FELICE1970255, TD, 25.5N,  77.5W,25,-999,30089,1970,9,12,9/12,255,19700912,19700917,6,Named,1970
19700922,UNNAMED1970265, TD, 15.5N,  21.0W,20,-999,30112,1970,9,22,9/22,265,19700922,19700925,4,Unnamed,1970
19700923,UNNAMED1970266, TD,  9.0N,  15.0W,20,-999,30126,1970,9,23,9/23,266,19700923,19701011,89,Unnamed,1970
19700926,GRETA1970269, TS, 22.4N,  75.4W,35,1010,30199,1970,9,26,9/26,269,19700926,19701005,80,Named,1970
19700929,UNNAMED1970272, TD, 27.0N,  62.0W,20,-999,30234,1970,9,29,9/29,272,19700929,19701001,73,Unnamed,1970
19701012,UNNAMED1970285, SD, 24.5N,  68.5W,30,1003,30243,1970,10,12,10/12,285,19701012,19701018,7,Unnamed,1970
19701020,UNNAMED1970293, SD, 34.0N,  48.0W,25,1013,30266,1970,10,20,10/20,293,19701020,19701028,9,Unnamed,1970
19710704,ARLENE1971185, TD, 33.5N,  75.5W,25,-999,30299,1971,7,4,7/4,185,19710704,19710708,5,Named,1970
19710707,UNNAMED1971188, TD, 29.0N,  92.0W,20,-999,30314,1971,7,7,7/7,188,19710707,19710708,2,Unnamed,1970
19710710,UNNAMED1971191, TD, 27.0N,  97.0W,20,-999,30319,1971,7,10,7/10,191,19710710,19710711,2,Unnamed,1970
19710803,UNNAMED1971215, TD, 31.0N,  63.5W,15,-999,30324,1971,8,3,8/3,215,19710803,19710807,5,Unnamed,1970
19710806,UNNAMED1971218, TD, 25.5N,  84.5W,20,-999,30341,1971,8,6,8/6,218,19710806,19710809,4,Unnamed,1970
19710810,BETH1971222, TD, 26.7N,  79.9W,20,-999,30354,1971,8,10,8/10,222,19710810,19710817,8,Named,1970
19710812,UNNAMED1971224, TD, 26.0N,  83.5W,20,-999,30383,1971,8,12,8/12,224,19710812,19710816,5,Unnamed,1970
19710818,CHLOE1971230, TD, 13.0N,  52.5W,30,1007,30400,1971,8,18,8/18,230,19710818,19710825,8,Named,1970
19710820,DORIA1971232, TD, 11.5N,  47.0W,25,-999,30429,1971,8,20,8/20,232,19710820,19710829,10,Named,1970
19710828,UNNAMED1971240, TD, 24.0N,  73.0W,20,-999,30465,1971,8,28,8/28,240,19710828,19710901,74,Unnamed,1970
19710903,FERN1971246, TD, 27.5N,  87.5W,25,-999,30482,1971,9,3,9/3,246,19710903,19710913,11,Named,1970
19710903,UNNAMED1971246, TD, 13.5N,  17.5W,20,-999,30521,1971,9,3,9/3,246,19710903,19710908,6,Unnamed,1970
19710905,EDITH1971248, TD, 11.4N,  58.0W,25,1010,30543,1971,9,5,9/5,248,19710905,19710918,14,Named,1970
19710906,GINGER1971249, TD, 25.5N,  71.5W,25,-999,30594,1971,9,6,9/6,249,19710906,19711005,100,Named,1970
19710908,UNNAMED1971251, TD, 28.5N,  73.5W,20,-999,30712,1971,9,8,9/8,251,19710908,19710911,4,Unnamed,1970
19710910,UNNAMED1971253, TD, 16.0N,  16.0W,20,-999,30725,1971,9,10,9/10,253,19710910,19710914,5,Unnamed,1970
19710911,HEIDI1971254, TD, 27.1N,  72.0W,30,-999,30742,1971,9,11,9/11,254,19710911,19710915,5,Named,1970
19710911,IRENE1971254, TD, 11.0N,  48.5W,25,1009,30759,1971,9,11,9/11,254,19710911,19710920,10,Named,1970
19710921,JANICE1971264, TD, 11.5N,  38.8W,25,-999,30796,1971,9,21,9/21,264,19710921,19710924,4,Named,1970
19711006,UNNAMED1971279, TD, 17.5N,  84.5W,20,-999,30811,1971,10,6,10/6,279,19711006,19711014,9,Unnamed,1970
19711018,KRISTY1971291, TD, 25.0N,  58.5W,25,-999,30844,1971,10,18,10/18,291,19711018,19711021,4,Named,1970
19711112,LAURA1971316, TD, 12.0N,  78.5W,25,-999,30860,1971,11,12,11/12,316,19711112,19711122,11,Named,1970
19720523,ALPHA1972143, SD, 31.2N,  78.2W,25,1004,30899,1972,5,23,5/23,143,19720523,19720529,7,Named,1970
19720614,AGNES1972165, TD, 20.0N,  89.0W,25,-999,30923,1972,6,14,6/14,165,19720614,19720623,10,Named,1970
19720619,UNNAMED1972170, TD, 27.5N,  69.0W,20,-999,30958,1972,6,19,6/19,170,19720619,19720620,2,Unnamed,1970
19720710,UNNAMED1972191, TD, 27.0N,  78.5W,20,-999,30966,1972,7,10,7/10,191,19720710,19720712,3,Unnamed,1970
19720716,UNNAMED1972197, TD, 37.0N,  38.5W,20,-999,30976,1972,7,16,7/16,197,19720716,19720720,5,Unnamed,1970
19720731,UNNAMED1972212, TD, 29.0N,  57.0W,20,-999,30994,1972,7,31,7/31,212,19720731,19720803,73,Unnamed,1970
19720805,UNNAMED1972217, TD, 15.0N,  15.0W,-99,-999,31007,1972,8,5,8/5,217,19720805,19720807,3,Unnamed,1970
19720812,UNNAMED1972224, TD, 32.0N,  77.0W,20,-999,31017,1972,8,12,8/12,224,19720812,19720815,4,Unnamed,1970
19720816,UNNAMED1972228, TD, 14.0N,  17.0W,20,-999,31030,1972,8,16,8/16,228,19720816,19720818,3,Unnamed,1970
19720822,BETTY1972234, SD, 36.5N,  64.0W,30,-999,31039,1972,8,22,8/22,234,19720822,19720901,80,Named,1970
19720829,CARRIE1972241, TD, 29.0N,  78.5W,30,1012,31081,1972,8,29,8/29,241,19720829,19720905,77,Named,1970
19720903,UNNAMED1972246, TD, 30.5N,  51.5W,20,-999,31110,1972,9,3,9/3,246,19720903,19720905,3,Unnamed,1970
19720905,DAWN1972248, TD, 23.8N,  79.4W,30,-999,31119,1972,9,5,9/5,248,19720905,19720914,10,Named,1970
19720919,CHARLIE1972262, SD, 37.5N,  59.5W,25,-999,31158,1972,9,19,9/19,262,19720919,19720922,4,Named,1970
19720920,UNNAMED1972263, TD, 13.0N,  33.0W,20,-999,31169,1972,9,20,9/20,263,19720920,19720924,5,Unnamed,1970
19721001,UNNAMED1972274, TD, 29.5N,  53.5W,20,-999,31186,1972,10,1,10/1,274,19721001,19721003,3,Unnamed,1970
19721005,UNNAMED1972278, TD, 11.5N,  18.0W,20,-999,31195,1972,10,5,10/5,278,19721005,19721015,11,Unnamed,1970
19721016,UNNAMED1972289, TD, 12.0N,  29.0W,20,-999,31236,1972,10,16,10/16,289,19721016,19721020,5,Unnamed,1970
19721101,DELTA1972305, SD, 35.0N,  47.5W,25,1013,31253,1972,11,1,11/1,305,19721101,19721107,7,Named,1970
19730418,UNNAMED1973108, TD, 24.0N,  65.0W,20,-999,31278,1973,4,18,4/18,108,19730418,19730421,4,Unnamed,1970
19730502,UNNAMED1973122, TD, 25.0N,  62.5W,20,-999,31291,1973,5,2,5/2,122,19730502,19730505,4,Unnamed,1970
19730624,UNNAMED1973175, TD, 30.0N,  79.5W,20,-999,31304,1973,6,24,6/24,175,19730624,19730626,3,Unnamed,1970
19730701,ALICE1973182, TD, 26.0N,  67.8W,30,1006,31313,1973,7,1,7/1,182,19730701,19730707,7,Named,1970
19730719,UNNAMED1973200, TD, 10.5N,  34.0W,20,-999,31335,1973,7,19,7/19,200,19730719,19730721,3,Unnamed,1970
19730730,ALFA1973211, SD, 32.6N,  74.1W,25,1013,31344,1973,7,30,7/30,211,19730730,19730802,73,Named,1970
19730809,UNNAMED1973221, TD, 13.0N,  20.0W,20,-999,31355,1973,8,9,8/9,221,19730809,19730811,3,Unnamed,1970
